"","bene_count","bene_count_ge65","bene_count_ge65_suppress_flag","description_flag","drug_name","ge65_suppress_flag","generic_name","npi","nppes_provider_city","nppes_provider_first_name","nppes_provider_last_org_name","nppes_provider_state","specialty_desc","total_30_day_fill_count","total_30_day_fill_count_ge65","total_claim_count","total_claim_count_ge65","total_day_supply","total_day_supply_ge65","total_drug_cost","total_drug_cost_ge65"
"3158",13,NA,"*","S","METHADONE HCL","","METHADONE HCL",1467682948,"HILLIARD","SAMUEL","ESSANDOH","OH","Internal Medicine",95,17,95,17,2773,487,1487.53,270.47
"3159",32,NA,"*","S","VIVITROL","*","NALTREXONE MICROSPHERES",1649465071,"PARMA HEIGHTS","CHARLES","MISJA","OH","General Practice",67,NA,67,NA,1760,NA,87755.11,NA
"3160",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1992781538,"GALLIPOLIS","NICHOLAS","LANDRY","OH","Family Practice",47,0,47,0,605,0,6532.28,0
"3161",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1821380809,"COLUMBUS","SCOTT","YOHO","OH","Psychiatry",12,0,12,0,55,0,769.81,0
"3162",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1427362391,"TOLEDO","LAUREN","LIEB","OH","Physician Assistant",22,22,22,22,324,324,150.4,150.4
"3163",NA,NA,"*","S","BUPRENORPHINE-NALOXONE","*","BUPRENORPHINE HCL/NALOXONE HCL",1205894524,"CINCINNATI","DAVID","HERR","OH","Orthopedic Surgery",31.1,NA,31,NA,633,NA,8395.72,NA
"3164",16,NA,"*","S","METHADONE HCL","","METHADONE HCL",1770782419,"CINCINNATI","ATUL","CHANDOKE","OH","Anesthesiology",58.3,16,58,16,1704,462,1170.95,208.23
"3165",NA,NA,"#","S","METHADONE HCL","#","METHADONE HCL",1548256670,"WAKEMAN","CHRISTINA","CANFIELD","OH","Family Practice",17,NA,17,NA,510,NA,198.86,NA
"3166",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1861431512,"CENTERVILLE","JULIE","MYERS","OH","Internal Medicine",36,0,36,0,835,0,7556.38,0
"3167",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1093791691,"COLUMBIANA","VINCENT","MARINO","OH","Family Practice",69,0,69,0,1380,0,20172.38,0
"3168",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1215914759,"AVON","MOHAMMED","JAYBER","OH","Family Practice",30,0,30,0,858,0,11070.04,0
"3169",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1184715526,"ATHENS","GARY","CORDINGLEY","OH","Neurology",14,0,14,0,335,0,1250.02,0
"3170",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1407153042,"CINCINNATI","RONALD","FRANCIS","OH","Physician Assistant",12,0,12,0,120,0,192.98,0
"3171",63,27,"","S","METHADONE HCL","","METHADONE HCL",1881637759,"DOVER","CHARLES","BARRETT","OH","Anesthesiology",363,159,363,159,10804,4742,7747.71,2831.62
"3172",NA,NA,"*","T","BUPRENORPHINE HCL","*","BUPRENORPHINE HCL",1932110400,"YOUNGSTOWN","JOHN","SORBORO","OH","Psychiatry & Neurology",47,NA,47,NA,1065,NA,6058.82,NA
"3173",NA,0,"","S","BUPRENORPHINE HCL","","BUPRENORPHINE HCL",1851370696,"DAYTON","DARSHAN","SEHBI","OH","Psychiatry",73,0,73,0,539,0,1439.36,0
"3174",NA,NA,"*","S","BUTRANS","*","BUPRENORPHINE",1972581403,"HIGHLAND HTS","SHERIF","SALAMA","OH","Interventional Pain Management",13,NA,13,NA,368,NA,5654.48,NA
"3175",NA,0,"","S","BUPRENORPHINE HCL","","BUPRENORPHINE HCL",1376531624,"LEBANON","MICHAEL","DULAN","OH","Family Practice",85,0,85,0,264,0,1374.06,0
"3176",NA,NA,"*","S","BUTRANS","*","BUPRENORPHINE",1710263348,"STOW","ABBY","BARR","OH","Physician Assistant",14,NA,14,NA,393,NA,3972.86,NA
"3177",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1174584924,"CANTON","ROBERT","FELDEN","OH","Pain Management",31,11,31,11,902,302,504.64,154.26
"3178",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1275755993,"MANSFIELD","THEODORE","TOGLIATTI","OH","Interventional Pain Management",65,25,65,25,1789,683,1619.15,809.99
"3179",14,NA,"#","S","METHADONE HCL","#","METHADONE HCL",1861465809,"LORAIN","ITRI","EREN","OH","Internal Medicine",45,NA,45,NA,481,NA,415.28,NA
"3180",15,NA,"*","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1063514784,"CLEVELAND","WAYNE","KAWALEK","OH","Emergency Medicine",150.1,21,150,21,3684,546,48043.47,7001.61
"3181",NA,NA,"*","S","BUTRANS","","BUPRENORPHINE",1518087881,"PICKERINGTON","BRADLEY","HERPOLSHEIMER","OH","Family Practice",12,12,12,12,336,336,3515.14,3515.14
"3182",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1356650436,"ALLIANCE","CYNTHIA","CAMPBELL","OH","Nurse Practitioner",79,15,79,15,2303,431,1844.8,369.87
"3183",22,NA,"*","S","METHADONE HCL","","METHADONE HCL",1245259662,"CINCINNATI","KAREN","KRONE","OH","Anesthesiology",90.8,12,90,12,2683,360,2069.53,274.31
"3184",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1598706632,"PICKERINGTON","JOSEPH","WINCHELL","OH","Family Practice",25,0,25,0,732,0,935.69,0
"3185",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1740212885,"WADSWORTH","MICHAEL","BIANCO","OH","Internal Medicine",13,0,13,0,390,0,436.37,0
"3186",NA,NA,"#","S","BUTRANS","#","BUPRENORPHINE",1144318551,"NORWALK","SCOTT","KAPLE","OH","Family Practice",23,NA,23,NA,652,NA,8659.34,NA
"3187",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1255323440,"COLUMBUS","JOHN","HEINTZ","OH","Internal Medicine",20.7,0,18,0,620,0,593.85,0
"3188",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1487753299,"SALEM","KARL","GETZINGER","OH","Family Practice",44,0,44,0,594,0,4144.74,0
"3189",NA,0,"","S","NALTREXONE HCL","","NALTREXONE HCL",1295809309,"CLEVELAND","MARTHA","SCHINAGLE","OH","Psychiatry",14,0,14,0,380,0,709.73,0
"3190",NA,0,"","S","BUPRENORPHINE HCL","","BUPRENORPHINE HCL",1952404105,"DAYTON","STEPHEN","MATHAI","OH","Addiction Medicine",68,0,68,0,569,0,2326.04,0
"3191",NA,0,"","S","NALTREXONE HCL","","NALTREXONE HCL",1033136015,"CLEVELAND","MAX","WIZNITZER","OH","Pediatric Medicine",21,0,21,0,602,0,1187.26,0
"3192",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1831194158,"COSHOCTON","ROBERT","GWINN","OH","Family Practice",11,11,11,11,238,238,98.46,98.46
"3193",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1972535094,"GROVE CITY","JAMES","JOHNSON","OH","Family Practice",96,0,96,0,2377,0,45722.06,0
"3194",NA,0,"","S","BUPRENORPHINE-NALOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1902979974,"AKRON","BUD","QUINTANA","OH","Emergency Medicine",19.1,0,19,0,531,0,7359.12,0
"3195",NA,0,"","S","BUPRENORPHINE-NALOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1649465071,"PARMA HEIGHTS","CHARLES","MISJA","OH","General Practice",25,0,25,0,492,0,6445.67,0
"3196",NA,NA,"*","S","BUPRENORPHINE-NALOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1275526428,"WESTLAKE","ABDALLAH","KABBARA","OH","Pain Management",33,13,33,13,927,350,12441.64,1867.85
"3197",12,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1184618027,"ATHENS","RANDALL","COLUCCI","OH","Family Practice",41,0,41,0,541,0,8522.42,0
"3198",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1578529749,"WOOSTER","LAPMAN","LUN","OH","Hematology/Oncology",24,13,24,13,695,390,199.69,87.87
"3199",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1922290188,"COLUMBUS","BETH","TRANEN","OH","General Practice",14,0,14,0,388,0,3025.65,0
"3200",NA,NA,"*","S","SUBOXONE","*","BUPRENORPHINE HCL/NALOXONE HCL",1639165145,"SOLON","NOSSON","GOLDFARB","OH","Allergy/Immunology",39,NA,39,NA,956,NA,19387.33,NA
"3201",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1972628451,"TOLEDO","VISHWAS","MASHALKAR","OH","Psychiatry",38,0,38,0,1006,0,10069.5,0
"3202",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1699714774,"HILLIARD","DANIEL","BLOCH","OH","Family Practice",70,0,70,0,1726,0,33145.87,0
"3203",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1962481465,"LANCASTER","CHRISTOPHER","NICKISON","OH","Internal Medicine",11,11,11,11,263,263,319.06,319.06
"3204",NA,0,"","S","NALTREXONE HCL","","NALTREXONE HCL",1366437261,"MASSILLON","WAYNE","LUTZKE","OH","Family Practice",12.4,0,12,0,370,0,396.29,0
"3205",NA,NA,"*","S","BUPRENORPHINE-NALOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1154385391,"CANTON","SAMINA","ZAIDI","OH","Psychiatry",23.3,11,23,11,639,321,5785.7,2936.97
"3206",33,NA,"*","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1528051661,"CLEVELAND","CYNTHIA","BROWN","OH","Addiction Medicine",109.4,15,109,15,1832,408,19641.04,3450.24
"3207",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1811994387,"GRANVILLE","DAVID","BORN","OH","Family Practice",12.2,0,12,0,365,0,216.49,0
"3208",17,NA,"#","S","METHADONE HCL","","METHADONE HCL",1023329794,"CLEVELAND","JOSHUA","SMITH","OH","Infectious Disease",40,28,40,28,1109,749,786.71,519.81
"3209",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1033386982,"COLUMBUS","DWIGHT","MOSLEY","OH","Pain Management",19.5,0,19,0,521,0,8183.69,0
"3210",NA,0,"","S","BUPRENORPHINE HCL","","BUPRENORPHINE HCL",1477553535,"YOUNGSTOWN","SUDHIR","NALLAPANENI","OH","Internal Medicine",13,0,13,0,336,0,972.79,0
"3211",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1942443452,"DAYTON","SIMER PREET","SINGH","OH","Pain Management",36,0,36,0,416,0,4271.53,0
"3212",NA,NA,"#","S","BUTRANS","#","BUPRENORPHINE",1992034458,"SYLVANIA","SANDRA","OETTING","OH","Nurse Practitioner",21,NA,21,NA,547,NA,5587.35,NA
"3213",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1609010594,"CINCINNATI","ERNEST","PEDAPATI","OH","Psychiatry",22,0,22,0,438,0,7054.92,0
"3214",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1316913767,"CLEVELAND","VINOD","SAHGAL","OH","Anesthesiology",22,0,22,0,660,0,406.54,0
"3215",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1154367290,"MIDDLETOWN","SHAZIA","KHAN","OH","Family Practice",14,14,14,14,112,112,182.62,182.62
"3216",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1689650269,"COLUMBUS","SETH","HOLTZAPFEL","OH","Internal Medicine",17,NA,17,NA,510,NA,439.57,NA
"3217",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1811221153,"MANSFIELD","MICHAEL","STORMONT","OH","Family Practice",12,NA,12,NA,360,NA,328.86,NA
"3218",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1285690743,"CINCINNATI","MILLA","KAREV","OH","Geriatric Medicine",12,0,12,0,198,0,73.17,0
"3219",NA,NA,"#","S","METHADONE HCL","#","METHADONE HCL",1487619193,"COLUMBUS","NEERAJ","TAYAL","OH","Internal Medicine",22,NA,22,NA,660,NA,364.99,NA
"3220",12,NA,"*","S","METHADONE HCL","","METHADONE HCL",1801891007,"COLUMBUS","KEDAR","DESHPANDE","OH","Physical Medicine and Rehabilitation",53,15,53,15,1509,440,1837.32,243.47
"3221",NA,0,"","S","NALTREXONE HCL","","NALTREXONE HCL",1801821723,"PIKETON","CATHERINE","FARINET","OH","Internal Medicine",59,0,54,0,1766,0,2912.31,0
"3222",NA,NA,"*","S","VIVITROL","*","NALTREXONE MICROSPHERES",1538267687,"AKRON","SHARON","MASSAU","OH","Psychiatry",34,NA,34,NA,952,NA,44051.41,NA
"3223",NA,0,"","T","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1801182738,"MIAMISBURG","RONALD","SUPRENANT","OH","Family Medicine",64,0,64,0,1792,0,33032.9,0
"3224",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1366468720,"CHAGRIN FALLS","WILLIAM","FIKTER","OH","Psychiatry",52.2,0,52,0,1336,0,17017.67,0
"3225",18,NA,"*","S","BUTRANS","","BUPRENORPHINE",1356426639,"CENTERVILLE","SHELLY","GELONECK","OH","Physician Assistant",55,25,55,25,1542,700,17741.51,7832.8
"3226",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1275749558,"OREGON","VENUGOPALA","BOMMANA","OH","Internal Medicine",16,16,16,16,160,160,113.94,113.94
"3227",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1356609390,"GALLIPOLIS","ADAM","ALLEY","OH","Family Practice",72,0,72,0,1006,0,14788.06,0
"3228",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1255397956,"KETTERING","GEORGE","BURTON","OH","Internal Medicine",27,27,20,20,795,795,158.11,158.11
"3229",15,0,"","T","NALTREXONE HCL","","NALTREXONE HCL",1801853726,"DAYTON","JULIE","GENTILE","OH","Psychiatry & Neurology",149.5,0,140,0,4056,0,7980.35,0
"3230",12,NA,"*","S","SUBOXONE","*","BUPRENORPHINE HCL/NALOXONE HCL",1982673232,"GIRARD","PATSY","BUCCINO","OH","Family Practice",47,NA,47,NA,1108,NA,15765.26,NA
"3231",NA,0,"","S","BUPRENORPHINE-NALOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1861572364,"FAIRLAWN","NYKOLAI","PIDHORODECKYJ","OH","Addiction Medicine",21,0,21,0,593,0,8667.48,0
"3232",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1386669810,"MENTOR","PATRICK","BOYLAN","OH","Physical Medicine and Rehabilitation",92,47,92,47,2747,1397,2220.19,633.26
"3233",14,NA,"*","S","METHADONE HCL","","METHADONE HCL",1073542072,"CLEVELAND","ELIZABETH","WEINSTEIN","OH","Internal Medicine",38,20,38,20,1126,586,1045.34,658.85
"3234",NA,NA,"#","S","METHADONE HCL","#","METHADONE HCL",1578582227,"MENTOR","JOEL","SALTZMAN","OH","Hematology/Oncology",32.6,NA,26,NA,976,NA,560.2,NA
"3235",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1851397236,"CIRCLEVILLE","GARY","GILLEN","OH","Family Practice",19,NA,19,NA,570,NA,304.02,NA
"3236",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1720041841,"CLEVELAND","RUTH","LAGMAN","OH","Hospice and Palliative Care",16.5,NA,16,NA,470,NA,1196.08,NA
"3237",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1689644254,"CINCINNATI","MATTHEW","SCHUERMANN","OH","Internal Medicine",13,0,13,0,390,0,498.83,0
"3238",NA,NA,"*","S","BUTRANS","","BUPRENORPHINE",1407859010,"CINCINNATI","STEPHEN","HEIS","OH","Physical Medicine and Rehabilitation",13,13,13,13,365,365,6332.59,6332.59
"3239",NA,0,"","S","RELISTOR","","METHYLNALTREXONE BROMIDE",1003818402,"CINCINNATI","JOSEPH","HUSCHART","OH","Internal Medicine",20,0,20,0,280,0,11721.12,0
"3240",20,NA,"#","S","METHADONE HCL","","METHADONE HCL",1316921067,"CARLISLE","JEWEL","STEVENS","OH","Family Practice",208.3,103,208,103,6073,2936,5420.9,2067.59
"3241",NA,0,"","T","NALTREXONE HCL","","NALTREXONE HCL",1235231994,"WEST CHESTER","ANTHONY","WHITAKER","OH","Psychiatry & Neurology",17.1,0,17,0,330,0,471.71,0
"3242",NA,0,"","S","BUTRANS","","BUPRENORPHINE",1588668255,"BOWLING GREEN","RANDY","TRIMPEY","OH","Family Practice",35.8,0,34,0,450,0,8215.06,0
"3243",NA,0,"","S","BUPRENORPHINE-NALOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1104978832,"TOLEDO","MUNIR","AHMAD","OH","Family Practice",52,0,52,0,615,0,6211.14,0
"3244",NA,0,"","S","BUPRENORPHINE-NALOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1073510855,"MANSFIELD","GARY","FRANTZ","OH","Family Practice",14,0,12,0,420,0,8917.41,0
"3245",NA,0,"","T","NALTREXONE HCL","","NALTREXONE HCL",1972863595,"CLEVELAND","JONATHAN","OLIVER","OH","Student in an Organized Health Care Education/Training Program",11,0,11,0,330,0,483.78,0
"3246",27,NA,"*","S","METHADONE HCL","","METHADONE HCL",1184643967,"DUBLIN","ALISIA","MITCHELL","OH","Nurse Practitioner",110,20,109,20,3300,600,1971.41,414.35
"3247",NA,NA,"#","S","METHADONE HCL","#","METHADONE HCL",1306955422,"CLARKSVILLE","TOMMY","TIGAR","OH","Internal Medicine",30,NA,30,NA,900,NA,1179.59,NA
"3248",11,NA,"*","S","BUPRENORPHINE HCL","*","BUPRENORPHINE HCL",1306944673,"CINCINNATI","ESLY","CALDWELL","OH","Internal Medicine",21,NA,21,NA,584,NA,3181.93,NA
"3249",NA,NA,"*","T","BUPRENORPHINE-NALOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1609846211,"WOOSTER","DENNIS","HELMUTH","OH","Psychiatry & Neurology",13.5,13.5,13,13,352,352,2224.37,2224.37
"3250",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1972597698,"TOLEDO","ALINA","RAIS","OH","Psychiatry",23,23,23,23,690,690,522.71,522.71
"3251",NA,0,"","S","VIVITROL","","NALTREXONE MICROSPHERES",1144564279,"FINDLAY","PATRICIA","BAKIES","OH","Nurse Practitioner",17,0,17,0,498,0,21850.67,0
"3252",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1831203629,"CLEVELAND","MARTIN","RYAN","OH","Internal Medicine",11,0,11,0,328,0,516.65,0
"3253",NA,NA,"*","S","BUTRANS","*","BUPRENORPHINE",1861667370,"YOUNGSTOWN","GEORGE","ANDREWS","OH","Interventional Pain Management",27.8,NA,26,NA,796,NA,10552.62,NA
"3254",20,NA,"*","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1275612848,"MIDDLEBURG HEIGHTS","MARK","WOYSHVILLE","OH","Psychiatry",155,37,155,37,1654,347,23125.56,4996.73
"3255",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1497906234,"CENTERVILLE","SARAH","BALLARD","OH","Physician Assistant",17,NA,17,NA,464,NA,438.17,NA
"3256",NA,NA,"*","S","BUTRANS","*","BUPRENORPHINE",1831187772,"TOLEDO","TANYA","BALDWIN","OH","Family Practice",13,NA,13,NA,350,NA,4752.29,NA
"3257",11,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1316930100,"AUSTINTOWN","JOHN","VARGO","OH","Family Practice",114.1,0,113,0,3401,0,43844.66,0
"3258",NA,NA,"*","S","BUTRANS","*","BUPRENORPHINE",1336147503,"TOLEDO","CRAIG","HOPPLE","OH","Internal Medicine",12,NA,12,NA,168,NA,1487.29,NA
"3259",40,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1669512877,"COLUMBUS","CASIA","HORSEMAN","OH","Psychiatry",359,0,359,0,5886,0,103106.01,0
"3260",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1376531624,"LEBANON","MICHAEL","DULAN","OH","Family Practice",126,0,126,0,731,0,14062.02,0
"3261",NA,0,"","T","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1972915742,"CINCINNATI","ANNE","AUTRY","OH","Family Medicine",54,0,54,0,1487,0,31001.85,0
"3262",NA,NA,"*","S","BUPRENORPHINE HCL","*","BUPRENORPHINE HCL",1033118203,"HAMILTON","THEODORE","HUNTER","OH","Internal Medicine",26,NA,24,NA,750,NA,3044.37,NA
"3263",NA,0,"","S","BUTRANS","","BUPRENORPHINE",1427046382,"WOOSTER","CYRIL","RABEN","OH","Orthopedic Surgery",13,0,13,0,368,0,3729.33,0
"3264",NA,NA,"#","S","BUTRANS","#","BUPRENORPHINE",1467682948,"HILLIARD","SAMUEL","ESSANDOH","OH","Internal Medicine",20,NA,20,NA,561,NA,7895.9,NA
"3265",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1073714812,"CINCINNATI","SHAWN","RYAN","OH","Emergency Medicine",11,0,11,0,38,0,545.19,0
"3266",18,0,"","S","BUTRANS","","BUPRENORPHINE",1932157658,"DAYTON","GLENN","KLUGE","OH","Internal Medicine",64.3,0,64,0,1686,0,31745.74,0
"3267",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1053396812,"NORTON","JOSEPH","STOKES","OH","Family Practice",13,0,13,0,390,0,983.98,0
"3268",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1720065071,"ANDOVER","JOHN","MANENTI","OH","Family Practice",50,0,50,0,1194,0,17778.14,0
"3269",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1013024793,"CLEVELAND","RICHARD","ZINNI","OH","Internal Medicine",64,0,64,0,1307,0,14188.33,0
"3270",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1306093653,"CLEVELAND","THOMAS","KILLEEN","OH","Internal Medicine",15,0,15,0,450,0,264.08,0
"3271",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1790757375,"WILLOUGHBY HILLS","EMAD","MIKHAIL","OH","Interventional Pain Management",72,16,72,16,1863,441,911.99,198.32
"3272",67,16,"","S","METHADONE HCL","","METHADONE HCL",1215364658,"COLUMBUS","CHRISTINA","MCGHEE","OH","Nurse Practitioner",335.8,81,334,81,9845,2351,6371.03,1404.6
"3273",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1871540310,"MARION","DOUGLAS","WOO","OH","Neurology",37.3,NA,37,NA,1098,NA,786.59,NA
"3274",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1679524789,"COLUMBUS","MICHAEL","ALEXANDER","OH","General Practice",11,NA,11,NA,305,NA,218.81,NA
"3275",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1730199522,"CINCINNATI","GRETCHEN","SEROTA","OH","Internal Medicine",25,NA,25,NA,353,NA,368.13,NA
"3276",17,NA,"*","S","BUTRANS","*","BUPRENORPHINE",1801891007,"COLUMBUS","KEDAR","DESHPANDE","OH","Physical Medicine and Rehabilitation",31,NA,31,NA,872,NA,11784.54,NA
"3277",22,NA,"#","S","METHADONE HCL","","METHADONE HCL",1710152616,"ZANESVILLE","ERIN","REMSTER","OH","Hospice and Palliative Care",72,31,70,29,2145,930,856.69,224.62
"3278",NA,0,"","S","BUPRENORPHINE HCL","","BUPRENORPHINE HCL",1629181490,"CLEVELAND","JOHN","NICKELS","OH","Anesthesiology",32,0,32,0,868,0,3681.84,0
"3279",17,NA,"*","S","METHADONE HCL","","METHADONE HCL",1285056093,"FINDLAY","TIMOTHY","MELLISH","OH","Physician Assistant",81,22,81,22,2430,660,2216.08,363.91
"3280",13,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1316912413,"CENTERVILLE","RICHARD","DONNINI","OH","Pain Management",17,NA,17,NA,490,NA,645.29,NA
"3281",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1336104009,"DAYTON","MARLON","TWYMAN","OH","Family Practice",77.3,47.3,77,47,2085,1320,887.97,638.54
"3282",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1083679401,"CLEVELAND","JENNIFER","KRIEGLER","OH","Neurology",21,0,21,0,448,0,749.04,0
"3283",21,NA,"*","S","SUBOXONE","*","BUPRENORPHINE HCL/NALOXONE HCL",1992798086,"YOUNGSTOWN","WILLIAM","PALOSKI","OH","Family Practice",81.9,NA,81,NA,1811,NA,23937.99,NA
"3284",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1174587794,"CLEVELAND","SUSAN","LEGRAND","OH","Hospice and Palliative Care",35.3,16.3,33,14,1016,470,1940.71,473.67
"3285",40,NA,"*","S","METHADONE HCL","","METHADONE HCL",1063500932,"CENTERVILLE","ANDREAS","SYLLABA","OH","General Practice",111,15,111,15,3157,448,3573.57,393.03
"3286",NA,NA,"#","S","METHADONE HCL","#","METHADONE HCL",1518917301,"KETTERING","GREGORY","GORDON","OH","Hematology/Oncology",18,NA,18,NA,493,NA,225.2,NA
"3287",12,NA,"*","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1861572364,"FAIRLAWN","NYKOLAI","PIDHORODECKYJ","OH","Addiction Medicine",186,18,186,18,3147,385,38241.2,4281.57
"3288",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1528024197,"MARYSVILLE","JUSTIN","KRUEGER","OH","Internal Medicine",11,11,11,11,330,330,190.72,190.72
"3289",NA,NA,"#","S","BUTRANS","#","BUPRENORPHINE",1316946098,"TOLEDO","MOUNIR","ELKHATIB","OH","Internal Medicine",35,NA,35,NA,980,NA,16336,NA
"3290",NA,NA,"*","S","BUTRANS","","BUPRENORPHINE",1730181553,"LOVELAND","JAMES","KOLP","OH","Family Practice",12,12,12,12,336,336,2262.75,2262.75
"3291",NA,NA,"*","S","BUPRENORPHINE-NALOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1770524001,"MANSFIELD","JAMES","RICHARDSON","OH","Internal Medicine",65,15,65,15,909,434,9199.74,3013.38
"3292",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1356552665,"MASON","DANIELLE","JOHNSON","OH","Psychiatry",15,0,15,0,427,0,5934.53,0
"3293",NA,NA,"*","S","NALTREXONE HCL","","NALTREXONE HCL",1033104468,"HAMILTON","THOMAS","SARGERO","OH","Internal Medicine",12,12,12,12,360,360,564.05,564.05
"3294",NA,NA,"*","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1629114665,"COLUMBUS","CHRISTOPHER","BLANK","OH","Psychiatry",303,11,303,11,1011,152,15032.64,2288.93
"3295",NA,NA,"#","S","NALTREXONE HCL","#","NALTREXONE HCL",1528251113,"DAYTON","MELISSA","WHITESELL","OH","Nurse Practitioner",12.2,NA,12,NA,350,NA,950.53,NA
"3296",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1396856191,"LANCASTER","ROOPA","SRIKANTIAH-SAHA","OH","Hematology/Oncology",25,NA,25,NA,565,NA,821.59,NA
"3297",NA,0,"","S","BUTRANS","","BUPRENORPHINE",1861654048,"MASON","MICHAEL","DANKO","OH","Pain Management",12,0,12,0,338,0,4682.3,0
